loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
2316,EPIC 220245303,EPIC 220245303.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,3.68047000,0.00036000,-0.00035000,0,2457392.793300,0.003500,-0.003400,0,11.400000,8.100000,-2.500000,0,0.01310,0.00160,-0.00840,0,1.110,0.150,-0.710,0,0.78,0.05,-0.03,0,11.821,,0,9.962,0.023,0
2317,EPIC 220245303,EPIC 220245303.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,8,0,3.68034000,0.00035900,-0.00032500,0,2457396.477070,0.003757,-0.003637,0,12.883622,2.731317,-4.313286,0,0.01256,0.00221,-0.00118,0,1.062,0.189,-0.104,0,0.77,0.02,-0.02,0,11.821,,0,9.962,0.023,0
2318,EPIC 220250254,EPIC 220250254.01,K2-210 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,1,0.57023300,0.00002800,-0.00002800,0,2457393.958030,0.002106,-0.002075,0,4.320710,0.843756,-1.256136,0,0.00881,0.00100,-0.00070,0,0.819,0.101,-0.069,0,0.85,0.04,-0.03,0,11.507,,0,9.915,0.019,0
2319,EPIC 220256496,EPIC 220256496.01,K2-211 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,0.66955800,0.00003200,-0.00003200,0,2457393.813640,0.002087,-0.002182,0,3.414080,0.626435,-1.113004,0,0.01545,0.00183,-0.00109,0,1.375,0.172,-0.103,0,0.82,0.03,-0.02,0,12.872,,0,11.104,0.024,0
2320,EPIC 220256496,EPIC 220256496.01,K2-211 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,0.66957300,0.00002800,-0.00003000,0,2457392.474200,0.002000,-0.001800,0,3.500000,1.150000,-0.510000,0,0.01570,0.00130,-0.00320,0,1.440,0.180,-0.300,0,0.84,0.08,-0.03,0,12.872,,0,11.104,0.024,0
2321,EPIC 220256496,EPIC 220256496.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,2.60170000,0.00024000,-0.00025000,0,2457392.714700,0.003800,-0.003100,0,10.300000,3.400000,-1.800000,0,0.01610,0.00130,-0.00250,0,1.470,0.180,-0.230,0,0.84,0.08,-0.03,0,12.872,,0,11.104,0.024,0
2322,EPIC 220258394,EPIC 220258394.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,8,1,15.96012800,0.00013300,-0.00013100,0,2457401.748370,0.000343,-0.000345,0,,,,,0.20490,0.00130,-0.00100,0,19.500,0.900,-0.800,0,0.87,,,0,13.721,,0,12.017,0.022,0
2323,EPIC 220260084,EPIC 220260084.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,16.96160000,0.00290000,-0.00300000,0,2457408.990100,0.005800,-0.005800,0,21.500000,6.300000,-2.900000,0,0.01940,0.00130,-0.00260,0,2.700,0.190,-0.370,0,1.28,0.03,-0.03,0,13.207,,0,11.711,0.023,0
2324,EPIC 220263105,EPIC 220263105.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,0.71757470,0.00000140,-0.00000140,0,2457392.400760,0.000088,-0.000089,0,3.100000,0.068000,-0.118000,0,0.31500,0.09400,-0.14000,0,28.100,8.500,-13.100,0,0.82,0.04,-0.11,0,13.631,,0,11.363,0.023,0
2325,EPIC 220267210,EPIC 220267210.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,5.16450000,0.00069000,-0.00080000,0,2457393.422100,0.006400,-0.005800,0,16.900000,5.400000,-3.000000,0,0.02820,0.00230,-0.00430,0,0.784,0.076,-0.133,0,0.26,0.01,-0.02,0,15.206,,0,12.035,0.022,0
2326,EPIC 220275625,EPIC 220275625.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,3.44795000,0.00036000,-0.00038000,0,2457394.898300,0.005200,-0.004600,0,12.100000,7.700000,-4.400000,0,0.02680,0.00400,-0.02640,0,0.970,0.210,-0.960,0,0.33,0.05,-0.05,0,14.720,,0,11.455,0.020,0
2327,EPIC 220280237,EPIC 220280237.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,,,,,2457454.144430,0.000360,-0.000350,0,,,,,0.27400,0.07800,-0.09900,0,36.000,11.000,-14.000,0,1.21,0.09,-0.19,0,13.580,,0,11.391,0.021,0
2328,EPIC 220282718,EPIC 220282718.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,0.55516060,0.00000570,-0.00000580,0,2457392.475770,0.000460,-0.000450,0,1.820000,0.130000,-0.200000,0,0.06300,0.01900,-0.03400,0,11.400,3.500,-6.100,0,1.66,0.03,-0.02,0,13.287,,0,11.742,0.023,0
2329,EPIC 220287611,EPIC 220287611.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,6.26242000,0.00072000,-0.00078000,0,2457397.883500,0.007100,-0.004900,0,19.300000,6.200000,-3.500000,0,0.02440,0.00220,-0.00340,0,2.030,0.210,-0.330,0,0.76,0.04,-0.07,0,14.713,,0,11.720,0.023,0
2330,EPIC 220288191,EPIC 220288191.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,24.41310000,0.00180000,-0.00200000,0,2457416.327100,0.001700,-0.002500,0,69.500000,8.500000,-16.000000,0,0.22000,0.13000,-0.13000,0,15.300,9.200,-9.900,0,0.64,0.11,-0.15,0,15.535,,0,12.412,0.029,0
2331,EPIC 220288594,EPIC 220288594.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,4.02748000,0.00026000,-0.00027000,0,2457394.911900,0.003100,-0.003000,0,21.800000,7.900000,-4.200000,0,0.01930,0.00160,-0.00310,0,1.240,0.100,-0.200,0,0.59,0.00,-0.01,0,13.756,,0,11.433,0.023,0
2332,EPIC 220290988,EPIC 220290988.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,10.55369000,0.00081000,-0.00080000,0,2457395.043400,0.003400,-0.003300,0,18.900000,9.000000,-3.400000,0,0.02830,0.00320,-0.00850,0,2.720,0.460,-0.810,0,0.88,0.11,-0.01,0,13.859,,0,11.989,0.021,0
2333,EPIC 220292715,EPIC 220292715.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,41.55209000,0.00065000,-0.00063000,0,2457407.485940,0.000390,-0.000400,0,89.000000,19.000000,-23.000000,0,0.05400,0.00390,-0.00460,0,4.300,0.330,-0.380,0,0.73,0.02,-0.01,0,12.213,,0,10.205,0.022,0
2334,EPIC 220292715,EPIC 220292715.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,8,0,41.55293400,0.00077200,-0.00086900,0,2457407.485480,0.000565,-0.000558,0,86.229310,26.461809,-23.063871,0,0.05265,0.00447,-0.00327,0,4.158,0.381,-0.288,0,0.72,0.02,-0.02,0,12.213,,0,10.205,0.022,0
2335,EPIC 220294712,EPIC 220294712.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,8,0,23.60790200,0.00198200,-0.00228400,0,2457413.719370,0.002978,-0.002687,0,27.747243,3.443391,-7.518577,0,0.02564,0.00239,-0.00112,0,3.119,0.400,-0.213,0,1.12,0.10,-0.06,0,12.264,,0,10.970,0.020,0
2336,EPIC 220294712,EPIC 220294712.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,23.60880000,0.00190000,-0.00190000,0,2457413.721800,0.002300,-0.002400,0,27.800000,6.400000,-3.000000,0,0.02610,0.00120,-0.00300,0,3.430,0.280,-0.450,0,1.20,0.08,-0.07,0,12.264,,0,10.970,0.020,0
2337,EPIC 220294712,EPIC 220294712.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,8,0,23.61093900,0.00338800,-0.00329900,0,2457413.719560,0.004589,-0.004850,0,,,,,0.02510,0.00240,-0.00100,0,3.000,0.400,-0.300,0,1.09,,,0,12.264,,0,10.970,0.020,0
2338,EPIC 220303276,EPIC 220303276.01,WASP-118 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,8,1,4.04600500,0.00001900,-0.00001800,0,2457394.723010,0.000193,-0.000200,0,,,,,0.08030,0.00010,-0.00010,0,12.000,1.200,-0.900,0,1.38,,,0,10.934,,0,9.788,0.021,0
2339,EPIC 220309058,EPIC 220309058.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,9.64954000,0.00027000,-0.00026000,0,2457392.959500,0.001200,-0.001400,0,68.000000,23.000000,-11.000000,0,0.04230,0.00270,-0.00570,0,2.740,0.800,-0.380,0,0.59,0.17,-0.02,0,13.939,,0,10.647,0.024,0
2340,EPIC 220315508,EPIC 220315508.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,6.55340000,0.00037000,-0.00038000,0,2457395.077100,0.002600,-0.002400,0,17.600000,6.000000,-2.500000,0,0.01331,0.00079,-0.00176,0,1.110,0.120,-0.150,0,0.77,0.07,-0.03,0,11.164,,0,9.405,0.023,0
2341,EPIC 220316844,EPIC 220316844.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,0.67199770,0.00000210,-0.00000210,0,2457392.355320,0.000140,-0.000140,0,1.785000,0.083000,-0.079000,0,0.12900,0.03100,-0.03700,0,25.200,6.300,-7.600,0,1.79,0.13,-0.18,0,11.899,,0,10.724,0.021,0
2342,EPIC 220317172,EPIC 220317172.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,4.43580000,0.00025000,-0.00025000,0,2457396.153300,0.002300,-0.002400,0,31.100000,11.400000,-6.600000,0,0.01350,0.00120,-0.00230,0,1.300,0.140,-0.230,0,0.88,0.05,-0.05,0,12.107,,0,10.342,0.023,0
2343,EPIC 220317172,EPIC 220317172.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,8,0,4.43571700,0.00030800,-0.00032500,0,2457396.152020,0.002830,-0.002826,0,33.145982,7.220311,-10.238878,0,0.01435,0.00164,-0.00125,0,1.325,0.162,-0.121,0,0.85,0.04,-0.02,0,12.107,,0,10.342,0.023,0
2344,EPIC 220321605,EPIC 220321605.01,K2-212 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,9.79546000,0.00020000,-0.00020000,0,2457399.640960,0.000800,-0.000820,0,27.300000,5.800000,-2.400000,0,0.03640,0.00170,-0.00440,0,2.570,0.340,-0.380,0,0.65,0.08,-0.05,0,12.588,,0,9.856,0.023,0
2345,EPIC 220321605,EPIC 220321605.01,K2-212 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,8,0,9.79554600,0.00036000,-0.00035400,0,2457399.640760,0.001350,-0.001314,0,,,,,0.03570,0.00400,-0.00180,0,2.600,0.500,-0.400,0,0.67,,,0,12.588,,0,9.856,0.023,0
2346,EPIC 220321605,EPIC 220321605.01,K2-212 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,9.79540000,0.00029100,-0.00029300,0,2457399.641270,0.001149,-0.001075,0,28.446398,2.499726,-7.278274,0,0.03668,0.00192,-0.00113,0,2.393,0.143,-0.092,0,0.60,0.02,-0.01,0,12.588,,0,9.856,0.023,0
2347,EPIC 220322327,EPIC 220322327.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,3.31347000,0.00024000,-0.00024000,0,2457393.948800,0.003200,-0.003200,0,3.320000,0.570000,-6.090000,0,0.04200,0.01900,-0.03300,0,3.800,1.700,-3.000,0,0.82,0.06,-0.01,0,13.910,,0,11.993,0.021,0
2348,EPIC 220336320,EPIC 220336320.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,8,1,1.72767000,0.00001000,-0.00001000,0,2457393.881280,0.000260,-0.000260,0,,,,,0.52530,0.25350,-0.21650,0,21.300,13.300,-12.200,0,0.37,,,0,15.929,,0,12.824,0.032,0
2349,EPIC 220341183,EPIC 220341183.01,K2-213 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,1,8.13087000,0.00177100,-0.00179900,0,2457399.002560,0.006595,-0.007608,0,13.249090,2.637119,-4.969660,0,0.01153,0.00156,-0.00095,0,1.514,0.298,-0.210,0,1.20,0.17,-0.13,0,12.043,,0,10.656,0.021,0
2350,EPIC 220342163,EPIC 220342163.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,4.69942000,0.00052000,-0.00046000,0,2457394.742300,0.004100,-0.004600,0,3.460000,0.630000,-7.340000,0,0.03800,0.01700,-0.03100,0,2.500,1.100,-2.100,0,0.60,0.03,-0.08,0,13.677,,0,11.393,0.019,0
2351,EPIC 220376054,EPIC 220376054.01,K2-214 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,8.59627000,0.00051000,-0.00062000,0,2457396.600700,0.003000,-0.002400,0,15.100000,6.000000,-2.600000,0,0.01910,0.00130,-0.00350,0,2.600,0.180,-0.480,0,1.25,0.02,-0.03,0,11.597,,0,10.223,0.023,0
2352,EPIC 220376054,EPIC 220376054.01,K2-214 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,8,0,8.59672400,0.00092400,-0.00080500,0,2457396.596700,0.003686,-0.004553,0,,,,,0.01750,0.00220,-0.00090,0,2.500,0.500,-0.300,0,1.29,,,0,11.597,,0,10.223,0.023,0
2353,EPIC 220376054,EPIC 220376054.01,K2-214 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,8.59653100,0.00059200,-0.00052700,0,2457396.599380,0.002448,-0.002774,0,15.594418,2.316666,-5.787412,0,0.01809,0.00196,-0.00084,0,2.216,0.380,-0.255,0,1.12,0.15,-0.12,0,11.597,,0,10.223,0.023,0
2354,EPIC 220383386,EPIC 220383386.02,HD 3167 c,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,1,29.84498200,0.00143700,-0.00138900,0,2457394.979550,0.001553,-0.001581,0,42.308223,5.545494,-11.069943,0,0.03102,0.00287,-0.00124,0,2.831,0.308,-0.145,0,0.84,0.05,-0.03,0,8.945,,0,7.066,0.020,0
2355,EPIC 220383386,EPIC 220383386.02,HD 3167 c,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,8,0,29.83983500,0.00259700,-0.00264500,0,2457394.988670,0.003194,-0.003201,0,,,,,0.03120,0.00510,-0.00240,0,3.000,0.500,-0.300,0,0.88,,,0,8.945,,0,7.066,0.020,0
2356,EPIC 220383386,EPIC 220383386.01,HD 3167 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,1,0.95966500,0.00002000,-0.00002100,0,2457394.373570,0.000972,-0.000950,0,4.099036,0.393767,-1.034814,0,0.01779,0.00157,-0.00067,0,1.624,0.171,-0.080,0,0.84,0.05,-0.03,0,8.945,,0,7.066,0.020,0
2357,EPIC 220383386,EPIC 220383386.01,HD 3167 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,8,0,0.95962800,0.00003200,-0.00003100,0,2457393.414980,0.001477,-0.001403,0,,,,,0.01830,0.00220,-0.00090,0,1.800,0.200,-0.100,0,0.88,,,0,8.945,,0,7.066,0.020,0
2358,EPIC 220393791,EPIC 220393791.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,12.72560000,0.00190000,-0.00180000,0,2457397.777900,0.005700,-0.005900,0,25.000000,8.600000,-4.100000,0,0.01980,0.00150,-0.00320,0,2.160,0.250,-0.440,0,1.00,0.09,-0.12,0,13.167,,0,11.937,0.024,0
2359,EPIC 220395416,EPIC 220395416.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,45.49390000,0.00720000,-0.00770000,0,2457407.885300,0.004700,-0.003600,0,19.300000,1.600000,-1.900000,0,0.04040,0.00330,-0.00550,0,7.170,0.590,-0.970,0,1.63,0.01,-0.02,0,11.913,,0,10.549,0.026,0
2360,EPIC 220397060,EPIC 220397060.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,12.09259000,0.00033000,-0.00033000,0,2457403.231300,0.000970,-0.000990,0,10.610000,1.070000,-0.580000,0,0.05480,0.00150,-0.00300,0,14.700,3.200,-1.200,0,2.46,0.53,-0.15,0,12.835,,0,11.027,0.021,0
2361,EPIC 220397060,EPIC 220397060.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,8,0,12.09219900,0.00038000,-0.00036300,0,2457403.232870,0.001056,-0.001089,0,10.220757,0.789715,-1.153531,0,0.05407,0.00219,-0.00131,0,5.844,1.455,-0.525,0,0.99,0.24,-0.09,0,12.835,,0,11.027,0.021,0
2362,EPIC 220397060,EPIC 220397060.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,8,0,12.09221600,0.00067200,-0.00072000,0,2457403.233610,0.002101,-0.002055,0,,,,,0.05100,0.00290,-0.00110,0,4.700,5.100,-0.400,0,0.84,,,0,12.835,,0,11.027,0.021,0
2363,EPIC 220400100,EPIC 220400100.01,,CANDIDATE,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,CANDIDATE,,8,0,10.79460000,0.00190000,-0.00170000,0,2457402.421600,0.005100,-0.007100,0,21.600000,3.500000,-6.700000,0,0.03140,0.00390,-0.00190,0,,,,,0.62,0.06,-0.02,0,13.376,,0,11.252,0.021,0
2364,EPIC 220400100,EPIC 220400100.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,10.79460000,0.00074000,-0.00091000,0,2457402.423500,0.002000,-0.001900,0,23.000000,5.600000,-2.700000,0,0.03470,0.00180,-0.00370,0,2.340,0.140,-0.300,0,0.62,0.02,-0.04,0,13.376,,0,11.252,0.021,0
2365,EPIC 220400100,EPIC 220400100.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,4.06643000,0.00041000,-0.00039000,0,2457394.584500,0.004300,-0.004500,0,17.200000,6.900000,-3.600000,0,0.01810,0.00180,-0.00370,0,1.220,0.130,-0.260,0,0.62,0.02,-0.04,0,13.376,,0,11.252,0.021,0
2366,EPIC 220400525,EPIC 220400525.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,57.83960000,0.00250000,-0.00250000,0,2457401.655700,0.002100,-0.002900,0,41.500000,3.900000,-13.100000,0,0.12300,0.02200,-0.06800,0,9.800,1.800,-5.500,0,0.73,0.05,-0.07,0,13.753,,0,11.654,0.024,0
2367,EPIC 220401029,EPIC 220401029.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,4.49161000,0.00052000,-0.00056000,0,2457394.208100,0.004500,-0.004600,0,11.100000,6.100000,-2.500000,0,0.02240,0.00230,-0.00720,0,2.010,0.340,-0.650,0,0.82,0.11,-0.02,0,13.588,,0,11.762,0.021,0
2368,EPIC 220410754,EPIC 220410754.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,19.49890000,0.00330000,-0.00270000,0,2457403.252900,0.005100,-0.005500,0,27.300000,13.700000,-5.900000,0,0.01960,0.00140,-0.00350,0,2.320,0.170,-0.410,0,1.08,0.01,-0.01,0,12.843,,0,11.440,0.024,0
2369,EPIC 220410754,EPIC 220410754.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,8,0,19.49664900,0.00452300,-0.00554000,0,2457403.250550,0.007296,-0.007060,0,25.272812,5.535126,-11.166017,0,0.01759,0.00272,-0.00151,0,2.216,0.493,-0.319,0,1.16,0.18,-0.13,0,12.843,,0,11.440,0.024,0
2370,EPIC 220416518,EPIC 220416518.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,3.78177000,0.00048000,-0.00047000,0,2457393.386300,0.004900,-0.005500,0,10.200000,4.300000,-2.000000,0,0.01510,0.00150,-0.00350,0,1.810,0.330,-0.420,0,1.09,0.17,-0.03,0,13.276,,0,11.785,0.021,0
2371,EPIC 220431824,EPIC 220431824.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,9.07326600,0.00003700,-0.00003700,0,2457394.224050,0.000180,-0.000180,0,10.990000,0.220000,-0.170000,0,0.12130,0.00200,-0.00260,0,23.320,2.900,-0.970,0,1.76,0.22,-0.06,0,13.005,,0,11.311,0.019,0
